group_id,mouse,line,objective,depth_class,population,negative_threshold_z,positive_threshold_z,state,unit_id,excitation_breadth,suppression_breadth,excitation_lifetime_sparseness,suppression_lifetime_sparseness,cohort,compartment
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g173,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g174,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g175,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g176,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g177,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g178,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g179,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g180,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g181,0.13333333333333333,0.0,0.9995222485332981,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g182,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g183,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g184,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g185,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g186,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g187,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g188,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g189,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g190,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g191,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g192,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g193,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g194,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g195,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g196,0.13333333333333333,0.0,0.9958700271931449,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g197,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g198,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g199,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g200,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g201,0.06666666666666667,0.0,1.0,,DAT superficial,somas
